frame,cpu_ms,gpu_ms,draw_calls,cpu_avg_ms,cpu_p95_ms,cpu_p99_ms,gpu_avg_ms,gpu_p95_ms,gpu_p99_ms,terrain_gpu_ms,ui_gpu_ms,vegetation_gpu_ms,vegetation_shadows_gpu_ms
2781,4.520,10.733,1739,5.316,7.870,8.742,10.723,14.036,14.828,1.616,0.084,4.503,4.530
2782,4.154,9.647,1739,5.316,7.870,8.742,10.723,14.036,14.828,1.631,0.092,3.397,4.527
2783,4.987,10.256,1818,5.316,7.870,8.741,10.723,14.036,14.828,1.582,0.087,3.201,5.385
2784,4.935,9.179,1818,5.316,7.869,8.741,10.722,14.036,14.828,1.600,0.093,3.178,4.308
2785,4.293,9.878,1855,5.315,7.869,8.741,10.722,14.036,14.828,1.612,0.084,3.517,4.665
2786,4.833,9.999,1855,5.315,7.869,8.740,10.722,14.036,14.828,1.712,0.098,3.513,4.676
2787,4.203,11.069,1855,5.315,7.869,8.740,10.722,14.035,14.828,1.654,0.087,4.662,4.666
2788,4.146,9.470,1839,5.314,7.868,8.739,10.721,14.035,14.828,1.602,0.086,3.313,4.470
2789,6.045,10.619,1839,5.315,7.868,8.739,10.721,14.035,14.828,1.553,0.083,3.320,5.664
2790,4.211,9.462,1839,5.314,7.868,8.739,10.721,14.035,14.828,1.590,0.098,3.314,4.460
2791,5.006,10.142,1812,5.314,7.868,8.738,10.721,14.035,14.828,1.468,0.101,3.128,5.445
2792,4.940,10.025,1812,5.314,7.867,8.738,10.720,14.035,14.828,1.378,0.082,4.356,4.210
2793,3.981,8.810,1812,5.313,7.867,8.737,10.720,14.034,14.828,1.402,0.082,3.127,4.199
2794,4.527,10.622,1824,5.313,7.867,8.737,10.720,14.034,14.828,1.436,0.083,3.392,5.712
2795,4.415,10.554,1824,5.313,7.867,8.737,10.720,14.034,14.828,1.440,0.085,4.500,4.529
2796,4.379,9.843,1801,5.313,7.866,8.736,10.719,14.034,14.828,1.542,0.084,3.540,4.678
2797,5.040,11.070,1801,5.312,7.866,8.736,10.719,14.034,14.828,1.540,0.085,3.545,5.899
2798,4.864,11.035,1801,5.312,7.866,8.735,10.720,14.034,14.828,1.543,0.084,4.742,4.666
2799,4.184,9.962,1806,5.312,7.866,8.735,10.719,14.033,14.828,1.577,0.079,3.570,4.736
2800,5.463,11.164,1806,5.312,7.865,8.735,10.719,14.033,14.828,1.599,0.083,3.575,5.907
2801,4.937,11.145,1806,5.312,7.865,8.734,10.720,14.033,14.827,1.545,0.086,4.779,4.735
2802,4.702,9.544,1772,5.312,7.865,8.734,10.719,14.033,14.827,1.585,0.097,3.363,4.500
2803,5.059,11.052,1772,5.312,7.865,8.734,10.719,14.033,14.827,1.839,0.084,3.364,5.765
2804,5.062,10.970,1772,5.311,7.864,8.734,10.719,14.033,14.827,1.688,0.085,4.697,4.500
2805,5.053,10.168,1875,5.311,7.864,8.733,10.719,14.033,14.827,1.641,0.090,3.564,4.873
2806,6.203,11.538,1875,5.312,7.864,8.733,10.719,14.033,14.827,1.670,0.102,3.554,6.212
2807,6.384,10.366,1837,5.312,7.864,8.733,10.719,14.033,14.826,1.537,0.083,3.202,5.545
2808,4.415,9.156,1837,5.312,7.863,8.733,10.719,14.033,14.826,1.483,0.093,3.178,4.402
2809,5.877,10.382,1837,5.312,7.863,8.733,10.719,14.033,14.826,1.578,0.083,3.195,5.527
2810,5.095,9.839,1821,5.312,7.863,8.732,10.718,14.033,14.826,1.419,0.085,4.133,4.201
2811,4.048,8.724,1821,5.311,7.863,8.732,10.718,14.033,14.826,1.451,0.083,2.981,4.209
2812,4.349,8.714,1798,5.311,7.862,8.732,10.717,14.033,14.825,1.458,0.085,2.967,4.204
2813,3.959,8.693,1798,5.311,7.862,8.732,10.716,14.033,14.825,1.445,0.079,2.988,4.180
2814,3.776,10.088,1761,5.310,7.862,8.732,10.716,14.033,14.825,1.494,0.090,2.966,5.538
2815,5.264,10.191,1761,5.310,7.861,8.732,10.716,14.033,14.825,1.523,0.085,4.403,4.180
2816,4.151,8.598,1740,5.310,7.861,8.731,10.715,14.033,14.825,1.475,0.089,2.928,4.106
2817,4.556,9.738,1740,5.309,7.861,8.731,10.715,14.033,14.825,1.455,0.084,2.916,5.283
2818,4.742,8.708,1718,5.309,7.861,8.731,10.714,14.033,14.824,1.410,0.097,2.915,4.286
2819,4.495,8.800,1718,5.309,7.860,8.731,10.713,14.033,14.824,1.502,0.081,2.919,4.299
2820,5.423,10.129,1718,5.309,7.860,8.731,10.713,14.033,14.824,1.506,0.088,2.915,5.620
2821,3.896,8.704,1718,5.308,7.860,8.731,10.712,14.033,14.824,1.442,0.080,2.901,4.282
2822,3.961,10.121,1700,5.308,7.860,8.730,10.712,14.033,14.824,1.484,0.083,2.917,5.637
2823,5.221,10.025,1700,5.308,7.859,8.730,10.712,14.033,14.823,1.418,0.100,4.099,4.409
2824,3.844,9.555,1675,5.307,7.859,8.730,10.712,14.032,14.823,1.454,0.091,3.127,4.884
2825,4.125,10.725,1675,5.307,7.859,8.730,10.712,14.032,14.823,1.488,0.083,3.127,6.027
2826,4.161,10.774,1675,5.307,7.859,8.730,10.712,14.032,14.823,1.451,0.097,4.348,4.878
2827,4.027,9.657,1654,5.306,7.858,8.729,10.711,14.032,14.823,1.481,0.095,3.137,4.944
2828,4.635,10.884,1654,5.306,7.858,8.729,10.711,14.031,14.822,1.655,0.082,3.121,6.026
2829,6.301,10.737,1654,5.306,7.858,8.729,10.711,14.031,14.822,1.517,0.096,4.218,4.907
2830,5.444,9.677,1746,5.306,7.858,8.729,10.711,14.031,14.822,1.534,0.083,3.140,4.920
2831,4.367,10.772,1746,5.306,7.857,8.729,10.711,14.031,14.822,1.508,0.107,3.126,6.031
2832,4.013,10.827,1746,5.305,7.857,8.729,10.711,14.030,14.822,1.577,0.088,4.226,4.936
2833,4.164,9.197,1727,5.305,7.857,8.728,10.710,14.030,14.822,1.400,0.081,2.957,4.759
2834,4.988,10.287,1727,5.305,7.857,8.728,10.710,14.030,14.821,1.443,0.084,2.957,5.803
2835,3.906,9.128,1707,5.304,7.856,8.728,10.710,14.030,14.821,1.464,0.079,2.928,4.657
2836,3.975,9.152,1707,5.304,7.856,8.728,10.709,14.029,14.821,1.472,0.082,2.907,4.691
2837,4.744,10.372,1707,5.304,7.856,8.728,10.709,14.029,14.821,1.413,0.086,4.211,4.663
2838,3.900,9.443,1691,5.303,7.855,8.727,10.709,14.029,14.821,1.335,0.080,3.094,4.933
2839,4.562,9.515,1691,5.303,7.855,8.727,10.708,14.029,14.820,1.418,0.078,3.087,4.931
2840,4.831,10.649,1691,5.303,7.855,8.727,10.708,14.028,14.820,1.353,0.094,4.256,4.945
2841,3.833,10.083,1685,5.302,7.855,8.727,10.708,14.028,14.820,1.412,0.094,3.319,5.259
2842,3.924,11.438,1685,5.302,7.854,8.727,10.708,14.028,14.820,1.532,0.083,3.330,6.492
2843,5.264,11.304,1685,5.302,7.853,8.727,10.708,14.028,14.820,1.411,0.081,3.356,6.456
2844,4.285,10.185,1675,5.301,7.852,8.726,10.708,14.028,14.819,1.565,0.102,3.323,5.195
2845,6.181,11.460,1675,5.302,7.852,8.726,10.709,14.028,14.819,2.840,0.084,3.319,5.217
2846,4.054,10.942,1721,5.301,7.851,8.726,10.709,14.028,14.819,1.591,0.085,3.125,6.141
2847,4.626,9.717,1721,5.301,7.850,8.726,10.708,14.028,14.819,1.585,0.096,3.123,4.913
2848,4.511,9.621,1721,5.301,7.849,8.726,10.708,14.028,14.819,1.500,0.078,3.143,4.899
2849,7.163,10.060,1700,5.301,7.849,8.726,10.708,14.028,14.819,1.474,0.082,2.757,5.747
2850,5.497,8.976,1700,5.302,7.848,8.725,10.707,14.028,14.818,1.541,0.094,2.766,4.576
2851,5.094,10.237,1700,5.301,7.847,8.725,10.707,14.028,14.818,1.587,0.083,2.777,5.791
2852,4.746,9.997,1700,5.301,7.846,8.725,10.707,14.028,14.818,1.479,0.094,3.873,4.551
2853,3.882,8.937,1788,5.301,7.846,8.725,10.706,14.028,14.818,1.488,0.082,2.759,4.608
2854,4.148,10.123,1788,5.300,7.845,8.725,10.706,14.028,14.818,1.471,0.081,2.779,5.791
2855,3.949,9.450,1781,5.300,7.844,8.724,10.705,14.028,14.817,1.519,0.091,2.948,4.892
2856,4.115,9.411,1781,5.299,7.843,8.724,10.705,14.028,14.817,1.485,0.078,2.962,4.886
2857,4.927,10.447,1775,5.299,7.843,8.724,10.705,14.028,14.817,1.531,0.096,2.917,5.904
2858,4.140,9.362,1775,5.299,7.842,8.724,10.704,14.028,14.817,1.519,0.098,2.912,4.832
2859,4.032,10.530,1750,5.299,7.841,8.724,10.704,14.028,14.817,2.754,0.082,2.909,4.784
2860,4.696,10.508,1750,5.298,7.840,8.724,10.704,14.028,14.817,1.413,0.083,2.957,6.056
2861,3.945,9.215,1745,5.298,7.840,8.723,10.704,14.028,14.816,1.444,0.079,2.905,4.787
2862,4.437,9.336,1745,5.298,7.838,8.723,10.703,14.028,14.816,1.525,0.083,2.925,4.803
2863,6.422,9.130,1724,5.298,7.837,8.723,10.703,14.027,14.816,1.294,0.085,3.684,4.068
2864,3.803,7.880,1713,5.297,7.836,8.723,10.702,14.027,14.816,1.275,0.085,2.475,4.045
2865,4.378,9.092,1713,5.297,7.835,8.723,10.701,14.027,14.816,1.354,0.084,2.473,5.182
2866,4.410,8.189,1707,5.297,7.834,8.722,10.700,14.027,14.815,1.368,0.081,2.513,4.227
2867,4.332,9.400,1707,5.296,7.833,8.722,10.700,14.026,14.815,1.359,0.102,2.514,5.425
2868,5.570,8.183,1707,5.297,7.832,8.722,10.699,14.026,14.815,1.351,0.088,2.513,4.231
2869,3.741,9.452,1693,5.296,7.831,8.722,10.698,14.026,14.815,1.501,0.086,2.527,5.339
2870,5.947,9.228,1693,5.296,7.830,8.722,10.698,14.025,14.815,1.370,0.101,3.631,4.127
2871,5.633,8.072,1693,5.296,7.829,8.722,10.697,14.025,14.814,1.363,0.077,2.525,4.107
2872,5.840,10.325,1679,5.297,7.828,8.721,10.697,14.025,14.814,1.460,0.094,2.738,6.032
2873,3.753,8.778,1679,5.296,7.827,8.721,10.696,14.025,14.814,1.359,0.083,2.737,4.599
2874,3.720,9.952,1690,5.295,7.826,8.721,10.696,14.024,14.814,1.426,0.081,2.755,5.691
2875,4.567,9.891,1690,5.295,7.825,8.721,10.696,14.024,14.814,1.441,0.086,3.764,4.600
2876,3.894,8.655,1650,5.295,7.824,8.721,10.695,14.024,14.814,1.303,0.077,2.697,4.578
2877,4.223,10.330,1650,5.294,7.823,8.720,10.695,14.023,14.813,1.324,0.081,2.698,6.227
2878,3.711,8.150,1702,5.294,7.822,8.720,10.694,14.023,14.813,1.292,0.078,2.485,4.295
2879,3.820,9.299,1702,5.293,7.821,8.720,10.693,14.023,14.813,1.345,0.083,2.468,5.404
2880,5.136,8.125,1695,5.293,7.820,8.720,10.693,14.023,14.813,1.239,0.102,2.485,4.299
2881,4.021,9.441,1695,5.293,7.819,8.720,10.692,14.022,14.813,1.320,0.081,2.471,5.570
2882,4.025,8.887,1661,5.292,7.819,8.720,10.692,14.022,14.812,1.228,0.081,3.496,4.082
2883,3.757,7.935,1661,5.292,7.818,8.719,10.691,14.022,14.812,1.310,0.078,2.457,4.090
2884,4.036,8.296,1625,5.291,7.818,8.719,10.690,14.022,14.812,1.185,0.083,3.421,3.607
2885,4.246,7.040,1625,5.291,7.818,8.719,10.688,14.022,14.812,1.206,0.075,2.161,3.598
2886,4.138,8.196,1625,5.291,7.817,8.719,10.688,14.022,14.812,1.206,0.084,3.298,3.608
2887,4.715,7.012,1625,5.290,7.817,8.719,10.686,14.022,14.811,1.162,0.086,2.169,3.596
2888,3.958,7.708,1600,5.290,7.817,8.719,10.685,14.021,14.811,1.177,0.096,3.182,3.253
2889,4.102,6.423,1600,5.290,7.816,8.718,10.684,14.021,14.811,1.135,0.078,1.926,3.283
2890,3.671,6.462,1600,5.289,7.816,8.718,10.682,14.021,14.811,1.162,0.106,1.929,3.266
2891,3.896,8.300,1600,5.288,7.816,8.718,10.682,14.021,14.811,1.408,0.093,1.922,4.877
2892,3.676,7.204,1600,5.288,7.815,8.718,10.680,14.021,14.811,1.312,0.122,2.163,3.607
2893,3.708,7.000,1607,5.287,7.815,8.718,10.679,14.021,14.810,1.161,0.083,2.158,3.598
2894,5.904,8.237,1607,5.288,7.814,8.717,10.678,14.021,14.810,1.269,0.086,3.290,3.592
2895,5.979,8.361,1592,5.288,7.814,8.717,10.677,14.020,14.810,1.351,0.078,2.611,4.321
2896,5.623,9.585,1592,5.288,7.814,8.717,10.677,14.020,14.810,1.397,0.081,2.624,5.483
2897,4.104,8.335,1599,5.288,7.813,8.717,10.676,14.020,14.810,1.312,0.078,2.613,4.332
2898,3.865,9.633,1599,5.287,7.813,8.717,10.676,14.020,14.809,1.432,0.097,2.618,5.486
2899,5.424,7.933,1585,5.287,7.813,8.717,10.675,14.020,14.809,1.300,0.076,2.411,4.146
2900,3.643,9.143,1585,5.287,7.812,8.716,10.674,14.020,14.809,1.419,0.086,2.419,5.219
2901,4.162,7.998,1585,5.286,7.812,8.716,10.673,14.020,14.809,1.337,0.094,2.422,4.146
2902,4.217,7.921,1585,5.286,7.811,8.716,10.673,14.019,14.809,1.286,0.077,2.414,4.145
2903,4.227,9.811,1573,5.285,7.810,8.715,10.672,14.018,14.809,1.369,0.086,4.134,4.223
2904,3.756,8.154,1573,5.285,7.809,8.715,10.671,14.018,14.809,1.398,0.080,2.450,4.226
2905,3.634,9.141,1650,5.284,7.808,8.715,10.671,14.017,14.809,1.346,0.081,2.449,5.264
2906,3.668,7.938,1650,5.284,7.807,8.714,10.670,14.016,14.809,1.382,0.078,2.429,4.048
2907,4.239,8.908,1650,5.283,7.806,8.714,10.669,14.016,14.809,1.287,0.081,2.428,5.113
2908,4.720,7.877,1650,5.283,7.806,8.713,10.668,14.015,14.809,1.320,0.077,2.428,4.052
2909,3.606,8.244,1634,5.283,7.805,8.713,10.668,14.014,14.809,1.246,0.081,2.192,4.725
2910,4.207,7.105,1634,5.282,7.804,8.713,10.666,14.014,14.809,1.200,0.077,2.201,3.626
2911,3.668,7.832,1616,5.282,7.803,8.712,10.665,14.013,14.809,1.157,0.081,1.985,4.609
2912,4.147,6.619,1616,5.281,7.802,8.712,10.664,14.013,14.809,1.151,0.080,1.995,3.393
2913,3.645,7.716,1616,5.281,7.801,8.711,10.663,14.012,14.809,1.177,0.088,1.976,4.476
2914,4.551,6.715,1616,5.281,7.800,8.711,10.662,14.011,14.809,1.243,0.081,1.993,3.398
2915,3.611,8.489,1615,5.280,7.799,8.711,10.661,14.011,14.809,1.192,0.097,2.285,4.915
2916,4.300,7.160,1615,5.280,7.798,8.710,10.660,14.010,14.809,1.202,0.094,2.176,3.688
2917,3.585,8.469,1615,5.279,7.798,8.710,10.659,14.009,14.809,1.289,0.093,2.168,4.918
2918,5.440,7.096,1615,5.279,7.797,8.709,10.658,14.009,14.809,1.162,0.080,2.177,3.677
2919,5.421,8.224,1615,5.279,7.796,8.709,10.657,14.008,14.809,1.246,0.080,2.174,4.724
2920,5.738,7.181,1609,5.279,7.795,8.709,10.656,14.007,14.809,1.199,0.080,2.202,3.700
2921,3.558,8.270,1609,5.279,7.794,8.708,10.655,14.007,14.809,1.239,0.081,2.214,4.736
2922,4.125,8.440,1590,5.278,7.794,8.708,10.654,14.007,14.809,1.336,0.079,2.634,4.391
2923,3.497,9.587,1590,5.278,7.794,8.707,10.654,14.007,14.809,1.346,0.092,2.646,5.503
2924,4.531,8.452,1599,5.277,7.794,8.707,10.653,14.007,14.809,1.316,0.088,2.637,4.411
2925,3.528,8.296,1599,5.277,7.794,8.707,10.652,14.007,14.809,1.155,0.079,2.651,4.410
2926,4.204,9.654,1640,5.276,7.794,8.706,10.652,14.007,14.809,1.447,0.084,3.666,4.457
2927,3.905,8.595,1640,5.276,7.794,8.706,10.651,14.007,14.809,1.396,0.084,2.647,4.469
2928,3.915,8.629,1640,5.276,7.794,8.705,10.650,14.007,14.809,1.452,0.076,2.651,4.450
2929,3.633,10.030,1615,5.275,7.793,8.705,10.650,14.007,14.809,1.446,0.084,2.470,6.030
2930,3.864,9.413,1615,5.274,7.793,8.705,10.650,14.007,14.809,1.417,0.080,2.476,5.440
2931,4.388,9.349,1615,5.274,7.793,8.704,10.649,14.007,14.809,1.423,0.088,3.544,4.293
2932,4.983,7.790,1703,5.274,7.793,8.704,10.648,14.007,14.809,1.388,0.082,2.251,4.069
2933,4.316,8.831,1703,5.274,7.793,8.703,10.648,14.007,14.809,1.370,0.083,3.303,4.076
2934,4.378,7.772,1703,5.273,7.793,8.703,10.647,14.007,14.809,1.354,0.079,2.241,4.099
2935,4.394,8.673,1687,5.273,7.793,8.703,10.646,14.007,14.809,1.284,0.081,2.223,5.085
2936,4.201,7.644,1687,5.273,7.793,8.702,10.645,14.007,14.809,1.370,0.080,2.222,3.973
2937,3.853,8.698,1687,5.272,7.793,8.702,10.644,14.007,14.809,1.279,0.133,2.236,5.050
2938,4.432,7.741,1687,5.272,7.793,8.701,10.643,14.006,14.809,1.469,0.084,2.215,3.973
2939,3.827,7.991,1673,5.272,7.793,8.701,10.642,14.006,14.809,1.237,0.119,2.003,4.632
2940,4.448,6.738,1673,5.271,7.793,8.701,10.641,14.006,14.809,1.233,0.080,1.996,3.429
2941,5.361,7.723,1673,5.271,7.793,8.700,10.640,14.006,14.809,1.176,0.081,2.004,4.461
2942,5.668,6.800,1663,5.271,7.793,8.700,10.639,14.006,14.809,1.171,0.081,2.042,3.506
2943,3.727,7.923,1654,5.271,7.793,8.699,10.638,14.006,14.809,1.178,0.088,2.043,4.614
2944,4.504,6.837,1654,5.271,7.793,8.699,10.637,14.006,14.809,1.192,0.079,2.053,3.514
2945,3.953,8.113,1663,5.270,7.793,8.699,10.636,14.006,14.809,1.197,0.087,2.059,4.770
2946,4.559,6.845,1663,5.270,7.793,8.698,10.635,14.006,14.809,1.190,0.079,2.064,3.512
2947,3.782,8.546,1636,5.269,7.792,8.698,10.634,14.006,14.809,1.238,0.082,3.560,3.666
2948,5.022,7.191,1636,5.269,7.792,8.697,10.633,14.006,14.809,1.228,0.079,2.202,3.681
2949,3.650,8.680,1611,5.269,7.792,8.697,10.632,14.006,14.809,1.310,0.083,2.237,5.051
2950,4.151,7.455,1611,5.268,7.792,8.697,10.631,14.006,14.809,1.305,0.096,2.232,3.822
2951,3.611,7.529,1613,5.268,7.792,8.696,10.630,14.006,14.809,1.315,0.080,2.266,3.868
2952,5.200,7.520,1613,5.268,7.792,8.696,10.629,14.006,14.809,1.323,0.083,2.268,3.846
2953,3.482,9.135,1600,5.267,7.792,8.695,10.628,14.006,14.809,1.445,0.080,2.466,5.146
2954,3.912,8.006,1600,5.267,7.792,8.695,10.627,14.006,14.809,1.366,0.078,2.475,4.088
2955,3.508,8.059,1600,5.266,7.792,8.695,10.627,14.006,14.809,1.433,0.077,2.463,4.087
2956,4.622,7.974,1600,5.266,7.792,8.694,10.626,14.006,14.809,1.324,0.103,2.457,4.090
2957,3.497,8.501,1557,5.265,7.792,8.694,10.625,14.006,14.809,1.268,0.079,2.224,4.930
2958,3.535,7.325,1557,5.265,7.792,8.693,10.624,14.006,14.809,1.276,0.087,2.234,3.728
2959,3.780,7.111,1581,5.264,7.792,8.693,10.623,14.006,14.809,1.037,0.088,2.244,3.741
2960,3.759,7.400,1581,5.264,7.792,8.693,10.622,14.006,14.809,1.296,0.094,2.259,3.751
2961,3.514,7.652,1554,5.263,7.792,8.692,10.621,14.006,14.808,1.051,0.086,2.411,4.104
2962,3.775,8.910,1554,5.263,7.792,8.692,10.620,14.006,14.808,1.264,0.086,3.451,4.109
2963,3.694,7.775,1581,5.262,7.792,8.691,10.619,14.006,14.808,1.227,0.084,2.366,4.098
2964,3.775,9.125,1581,5.262,7.792,8.691,10.618,14.006,14.808,1.307,0.096,3.620,4.102
2965,3.699,7.951,1592,5.261,7.792,8.691,10.618,14.006,14.808,1.324,0.083,2.405,4.140
2966,5.375,8.970,1592,5.261,7.792,8.690,10.617,14.006,14.808,1.239,0.090,2.398,5.244
2967,5.981,6.581,1569,5.261,7.792,8.690,10.616,14.006,14.808,1.117,0.084,2.010,3.369
2968,3.765,7.569,1569,5.261,7.792,8.689,10.615,14.006,14.808,1.074,0.082,2.005,4.408
2969,4.390,6.506,1569,5.261,7.792,8.689,10.613,14.006,14.808,1.047,0.093,2.001,3.365
2970,3.612,7.664,1569,5.260,7.792,8.689,10.612,14.006,14.808,1.070,0.084,3.152,3.358
2971,4.742,6.432,1542,5.260,7.792,8.688,10.611,14.005,14.808,1.130,0.082,1.954,3.266
2972,3.634,6.457,1542,5.259,7.791,8.688,10.609,14.005,14.808,1.129,0.103,1.953,3.271
2973,4.141,6.348,1533,5.259,7.791,8.687,10.608,14.005,14.808,1.032,0.093,1.956,3.266
2974,3.583,6.443,1533,5.258,7.791,8.687,10.607,14.005,14.808,1.147,0.084,1.948,3.264
2975,3.406,7.729,1532,5.258,7.791,8.687,10.606,14.005,14.808,1.292,0.093,1.969,4.375
2976,3.949,6.473,1532,5.257,7.791,8.686,10.604,14.005,14.808,1.138,0.093,1.956,3.285
2977,3.765,7.611,1532,5.257,7.791,8.686,10.603,14.005,14.808,1.154,0.080,1.969,4.408
2978,3.788,6.471,1532,5.256,7.791,8.685,10.602,14.005,14.808,1.152,0.085,1.955,3.279
2979,3.555,7.690,1538,5.256,7.791,8.685,10.601,14.005,14.808,1.164,0.081,1.993,4.452
2980,4.186,6.534,1538,5.255,7.791,8.685,10.600,14.005,14.808,1.150,0.083,1.992,3.309
2981,3.459,8.565,1506,5.255,7.791,8.684,10.599,14.005,14.808,1.256,0.085,3.645,3.579
2982,4.113,7.074,1506,5.254,7.791,8.684,10.598,14.005,14.808,1.239,0.079,2.177,3.580
2983,3.536,8.835,1506,5.254,7.791,8.683,10.597,14.005,14.808,1.349,0.080,2.181,5.225
2984,4.356,7.168,1506,5.254,7.791,8.683,10.596,14.004,14.808,1.324,0.086,2.178,3.580
2985,3.580,8.897,1498,5.253,7.791,8.683,10.595,14.004,14.808,1.278,0.082,2.408,5.129
2986,4.548,7.752,1498,5.253,7.791,8.682,10.594,14.004,14.808,1.304,0.078,2.385,3.986
2987,3.433,8.808,1498,5.252,7.791,8.682,10.594,14.004,14.808,1.293,0.079,2.399,5.037
2988,4.837,7.727,1498,5.252,7.791,8.681,10.593,14.004,14.808,1.269,0.089,2.382,3.987
2989,3.483,9.180,1495,5.251,7.791,8.681,10.592,14.004,14.808,1.433,0.098,2.441,5.209
2990,4.046,8.050,1495,5.251,7.791,8.681,10.592,14.004,14.808,1.456,0.098,2.424,4.072
2991,5.249,9.290,1495,5.251,7.791,8.680,10.591,14.003,14.808,2.702,0.082,2.446,4.060
2992,4.847,9.157,1485,5.251,7.791,8.680,10.591,14.003,14.808,1.446,0.082,3.542,4.088
2993,4.826,8.040,1485,5.251,7.791,8.679,10.590,14.003,14.808,1.420,0.077,2.442,4.102
2994,5.183,9.634,1485,5.251,7.791,8.679,10.589,14.003,14.808,1.368,0.081,2.437,5.748
2995,4.985,8.000,1485,5.251,7.791,8.679,10.589,14.003,14.808,1.392,0.077,2.439,4.092
2996,3.564,8.340,1614,5.250,7.790,8.678,10.588,14.003,14.808,1.280,0.077,2.228,4.754
2997,4.980,7.236,1614,5.250,7.790,8.678,10.587,14.003,14.808,1.295,0.077,2.235,3.629
2998,3.686,8.454,1614,5.249,7.790,8.677,10.586,14.003,14.808,1.389,0.084,2.238,4.742
2999,4.328,7.250,1614,5.249,7.790,8.677,10.585,14.002,14.808,1.312,0.093,2.237,3.609
3000,3.563,9.089,1591,5.249,7.790,8.677,10.584,14.002,14.808,1.288,0.086,2.401,5.314
3001,4.760,7.908,1591,5.248,7.790,8.676,10.583,14.002,14.808,1.350,0.074,2.413,4.071
3002,3.493,8.439,1584,5.248,7.790,8.676,10.583,14.002,14.808,1.317,0.088,2.198,4.836
3003,5.087,7.182,1584,5.248,7.790,8.676,10.582,14.002,14.808,1.211,0.075,2.197,3.700
3004,3.969,8.434,1575,5.247,7.790,8.676,10.581,14.002,14.808,1.279,0.082,2.195,4.878
3005,3.951,7.155,1575,5.247,7.790,8.676,10.580,14.002,14.808,1.189,0.077,2.191,3.698
3006,3.573,7.766,1555,5.246,7.790,8.676,10.579,14.002,14.808,1.066,0.090,2.012,4.598
3007,3.886,6.622,1555,5.246,7.790,8.676,10.578,14.002,14.808,1.101,0.093,1.994,3.434
3008,4.115,7.805,1555,5.246,7.790,8.675,10.577,14.002,14.808,1.156,0.076,2.007,4.565
3009,3.858,6.573,1555,5.245,7.789,8.675,10.575,14.002,14.808,1.072,0.078,1.995,3.429
3010,3.919,7.742,1545,5.245,7.789,8.675,10.574,14.002,14.808,1.050,0.079,2.013,4.600
3011,3.852,6.634,1545,5.244,7.789,8.675,10.573,14.002,14.808,1.078,0.078,2.009,3.469
3012,3.896,7.808,1545,5.244,7.789,8.675,10.572,14.002,14.808,1.087,0.078,2.027,4.616
3013,5.202,6.655,1545,5.244,7.789,8.675,10.571,14.002,14.808,1.092,0.100,2.003,3.460
3014,3.563,5.735,1516,5.243,7.789,8.675,10.569,14.002,14.808,1.045,0.078,1.591,3.021
3015,4.208,5.896,1516,5.243,7.789,8.675,10.568,14.002,14.808,1.171,0.095,1.583,3.047
3016,4.922,5.803,1507,5.243,7.789,8.675,10.566,14.002,14.808,1.109,0.082,1.587,3.025
3017,6.810,7.654,1507,5.243,7.789,8.674,10.565,14.002,14.808,1.463,0.147,1.579,4.465
3018,6.459,6.935,1514,5.244,7.788,8.674,10.564,14.002,14.808,1.218,0.077,2.011,3.629
3019,5.452,8.144,1514,5.244,7.788,8.674,10.563,14.002,14.808,1.329,0.077,2.001,4.738
3020,5.092,6.952,1514,5.244,7.788,8.674,10.562,14.002,14.808,1.238,0.085,2.010,3.620
3021,3.410,8.237,1502,5.243,7.788,8.674,10.561,14.002,14.808,1.369,0.086,2.042,4.740
3022,3.775,7.052,1502,5.243,7.788,8.674,10.560,14.002,14.808,1.276,0.081,2.045,3.651
3023,3.436,8.198,1502,5.242,7.788,8.674,10.559,14.002,14.808,1.300,0.077,2.052,4.769
3024,3.660,7.032,1502,5.241,7.788,8.674,10.558,14.002,14.808,1.251,0.080,2.046,3.655
3025,3.359,9.237,1482,5.241,7.788,8.674,10.558,14.002,14.807,1.338,0.079,2.429,5.391
3026,3.731,8.166,1482,5.240,7.787,8.673,10.557,14.002,14.807,1.269,0.090,2.439,4.369
3027,3.384,8.003,1482,5.240,7.787,8.673,10.556,14.001,14.807,1.119,0.079,2.429,4.375
3028,3.697,9.537,1479,5.239,7.787,8.673,10.556,14.001,14.807,1.410,0.083,3.654,4.390
3029,3.353,8.230,1479,5.239,7.787,8.673,10.555,14.001,14.807,1.327,0.087,2.430,4.385
3030,3.556,8.401,1479,5.238,7.787,8.673,10.554,14.001,14.807,1.480,0.075,2.443,4.403
3031,4.586,8.454,1472,5.238,7.787,8.673,10.553,14.001,14.807,1.433,0.090,2.470,4.460
3032,3.409,9.553,1472,5.237,7.787,8.673,10.553,14.001,14.807,1.439,0.078,2.483,5.552
3033,3.797,9.469,1472,5.237,7.786,8.673,10.553,14.001,14.807,1.343,0.085,3.573,4.468
3034,3.642,8.418,1545,5.236,7.786,8.673,10.552,14.001,14.807,1.396,0.084,2.456,4.482
3035,3.844,9.540,1545,5.236,7.786,8.672,10.552,14.001,14.807,1.378,0.078,2.456,5.628
3036,3.604,8.373,1545,5.235,7.786,8.672,10.551,14.001,14.807,1.366,0.078,2.453,4.475
